category,sl.no.,ministry/department,scheme,actuals_2021_2022_revenue,actuals_2021_2022_capital,actuals_2021_2022_total,budget_estimates_2022_2023_revenue,budget_estimates_2022_2023_capital,budget_estimates_2022_2023_total,revised_estimates2022_2023_revenue,revised_estimates_2022_2023_capital,revised_estimates2022_2023_total,budget_estimates2023_2024_revenue,budget_estimates2023_2024_capital,budget_estimates2023_2024_total,validated_total_2021_2022,validated_total_2021_2022_check
Demand No. 25,86.02,Department of School Education and Literacy,New India Literacy Programme (NILP),0.0,0.0,0.0,20.6,0.0,20.6,16.98,0.0,16.98,0.0,0.0,0.0,0.0,True
Demand No. 25,0,Department of School Education and Literacy,Total-Teachers Training and Adult Education,0.19,0.0,0.19,20.6,0.0,20.6,16.98,0.0,16.98,0.0,0.0,0.0,0.19,True
Demand No. 25,87,Department of School Education and Literacy,National Programme of Mid Day Meal in Schools,1899.97,0.0,1899.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.97,True
Demand No. 25,88,Department of School Education and Literacy,Kendriya Vidyalaya Sangathan (KVS),104.0,0.0,104.0,160.0,0.0,160.0,157.0,0.0,157.0,1170.0,0.0,1170.0,104.0,True
Demand No. 25,89,Department of School Education and Literacy,Navodaya Vidyalaya Samiti (NVS),557.0,0.0,557.0,612.0,0.0,612.0,713.76,0.0,713.76,816.2,0.0,816.2,557.0,True
Demand No. 25,90,Department of School Education and Literacy,Samagra Shiksha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 25,90.01,Department of School Education and Literacy,Support for Samagra Shiksha,4299.33,0.0,4299.33,7534.96,0.0,7534.96,6444.05,0.0,6444.05,7534.96,0.0,7534.96,4299.33,True
Demand No. 25,91,Department of School Education and Literacy,Strengthening Teaching-Learning and Results for States (STARS),48.21,0.0,48.21,90.0,0.0,90.0,73.0,0.0,73.0,145.0,0.0,145.0,48.21,True
Demand No. 25,92,Department of School Education and Literacy,Exemplar,0.0,0.0,0.0,359.0,0.0,359.0,78.98,0.0,78.98,0.0,0.0,0.0,0.0,True
Demand No. 25,93,Department of School Education and Literacy,ASPIRE (Accelerating State Education Program to Improve Results),0.0,0.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 25,94,Department of School Education and Literacy,PM Schools for Rising India (PM SHRI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,800.0,0.0,True
Demand No. 25,95,Department of School Education and Literacy,New India Literacy Programme (NILP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58,0.0,28.58,0.0,True
Demand No. 26,0,Department of Higher Education,Total,2922.26,0.0,2922.26,3889.0,0.0,3889.0,3889.0,0.0,3889.0,4032.0,0.0,4032.0,2922.26,True
Demand No. 26,96,Department of Higher Education,"Central University, Andhra Pradesh",13.49,0.0,13.49,4.0,0.0,4.0,0.89,0.0,0.89,3.0,0.0,3.0,13.49,True
Demand No. 26,97,Department of Higher Education,Andhra Pradesh and Telangana Tribal Universities,0.55,0.0,0.55,3.5,0.0,3.5,3.44,0.0,3.44,2.5,0.0,2.5,0.55,True
Demand No. 26,98,Department of Higher Education,Grants to Central Universities (CUs),647.26,0.0,647.26,594.0,0.0,594.0,872.4,0.0,872.4,722.0,0.0,722.0,647.26,True
Demand No. 26,99,Department of Higher Education,Impactful Policy Research in Social Science (IMPRESS),0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,100,Department of Higher Education,Scheme for Promotion of Academic and Research Collaboration (SPARC),0.0,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,9.0,0.0,9.0,0.0,True
Demand No. 26,101,Department of Higher Education,Scheme for Transformational and Advanced Research in Sciences (STARS),1.3,0.0,1.3,4.2,0.0,4.2,4.2,0.0,4.2,4.2,0.0,4.2,1.3,True
Demand No. 26,102,Department of Higher Education,Support to National Institutes of Technology (NITs) and IIEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,102.01,Department of Higher Education,Grants to National Institutes of Technology (NITs) and IIEST,224.16,0.0,224.16,300.0,0.0,300.0,300.0,0.0,300.0,330.0,0.0,330.0,224.16,True
Demand No. 26,103,Department of Higher Education,National Institutes of Technical Teachers Training and Research (NITTTRs),10.45,0.0,10.45,15.0,0.0,15.0,14.27,0.0,14.27,10.0,0.0,10.0,10.45,True
Demand No. 26,104,Department of Higher Education,Grants to Institutes for Promotion of Indian Languages,6.3,0.0,6.3,16.0,0.0,16.0,16.0,0.0,16.0,19.0,0.0,19.0,6.3,True
Demand No. 26,105,Department of Higher Education,Grants to Councils/Institutes for Excellence in Humanities and Social Sciences,12.41,0.0,12.41,20.0,0.0,20.0,16.0,0.0,16.0,25.0,0.0,25.0,12.41,True
Demand No. 26,106,Department of Higher Education,"National Institute of Industrial Engineering, Mumbai",4.0,0.0,4.0,5.0,0.0,5.0,5.0,0.0,5.0,6.0,0.0,6.0,4.0,True
Demand No. 26,107,Department of Higher Education,"Board of Apprenticeship Training, Bombay, Calcutta, Madras and Kanpur",1.41,0.0,1.41,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.41,True
Demand No. 26,108,Department of Higher Education,Bharatiya Bhasha University & Institute of Translation,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,109,Department of Higher Education,Directorate of Hindi,1.1,0.0,1.1,2.5,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,1.1,True
Demand No. 26,110,Department of Higher Education,Commission for Scientific and Technical Terminology,0.19,0.0,0.19,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.19,True
Demand No. 26,111,Department of Higher Education,"Support to Indian Institute(s) of Information Technology (Allahabad, Gwalior, Jabalpur and Kanchipuram)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,111.01,Department of Higher Education,Support from Gross Budgetary Support (GBS),17.07,0.0,17.07,20.0,0.0,20.0,20.0,0.0,20.0,22.0,0.0,22.0,17.07,True
Demand No. 26,112,Department of Higher Education,Setting up Indian Institutes of Information Technology in PPP mode,10.0,0.0,10.0,20.0,0.0,20.0,12.49,0.0,12.49,20.0,0.0,20.0,10.0,True
Demand No. 26,113,Department of Higher Education,Schools of Planning and Architecture (SPAs),8.15,0.0,8.15,10.0,0.0,10.0,10.0,0.0,10.0,11.0,0.0,11.0,8.15,True
Demand No. 26,114,Department of Higher Education,Special Scholarship Scheme for Jammu and Kashmir,20.0,0.0,20.0,25.0,0.0,25.0,20.25,0.0,20.25,0.0,0.0,0.0,20.0,True
Demand No. 26,115,Department of Higher Education,Academic Bank of Credits (ABC),4.94,0.0,4.94,2.3,0.0,2.3,2.3,0.0,2.3,2.0,0.0,2.0,4.94,True
Demand No. 26,116,Department of Higher Education,Assistance to Other Institutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,116.01,Department of Higher Education,Support from Gross Budgetary Support (GBS),25.57,0.0,25.57,34.0,0.0,34.0,34.14,0.0,34.14,36.0,0.0,36.0,25.57,True
Demand No. 26,117,Department of Higher Education,Multidisciplinary Education and Research Improvement in Technical Education-EAP (MERITE),0.0,0.0,0.0,0.3,0.0,0.3,3.3,0.0,3.3,15.0,0.0,15.0,0.0,True
Demand No. 26,118,Department of Higher Education,Interest Subsidy and contribution for Guarantee Funds,42.41,0.0,42.41,200.0,0.0,200.0,124.0,0.0,124.0,0.0,0.0,0.0,42.41,True
Demand No. 26,119,Department of Higher Education,Scholarship for College and University students,22.08,0.0,22.08,30.0,0.0,30.0,29.03,0.0,29.03,0.0,0.0,0.0,22.08,True
Demand No. 26,120,Department of Higher Education,National Mission in Education Through ICT,13.11,0.0,13.11,70.0,0.0,70.0,85.78,0.0,85.78,70.0,0.0,70.0,13.11,True
Demand No. 26,121,Department of Higher Education,Setting up of virtual classrooms and massive open online courses (MOOCs),12.29,0.0,12.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29,True
Demand No. 26,122,Department of Higher Education,e-shodh Sindhu,24.24,0.0,24.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24,True
Demand No. 26,123,Department of Higher Education,National Digital Library,0.79,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,True
Demand No. 26,124,Department of Higher Education,Indian Knowledge Systems,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,True
Demand No. 26,125,Department of Higher Education,World Class Institutions,196.11,0.0,196.11,310.0,0.0,310.0,289.79,0.0,289.79,295.0,0.0,295.0,196.11,True
Demand No. 26,126,Department of Higher Education,Prime Minister's Girls' Hostel,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,True
Demand No. 26,127,Department of Higher Education,Improvement in Salary Scale of University and College Teachers,1.8,0.0,1.8,0.0,0.0,0.0,1.09,0.0,1.09,0.0,0.0,0.0,1.8,True
Demand No. 26,128,Department of Higher Education,Pandit Madan Mohan Malviya National Mission on Teachers and Teaching,4.65,0.0,4.65,16.0,0.0,16.0,4.21,0.0,4.21,8.0,0.0,8.0,4.65,True
Demand No. 26,129,Department of Higher Education,Programme for Apprenticeship Training,17.51,0.0,17.51,85.0,0.0,85.0,68.0,0.0,68.0,0.0,0.0,0.0,17.51,True
Demand No. 26,130,Department of Higher Education,Global Initiative for Academic Network (GIAN),0.0,0.0,0.0,2.18,0.0,2.18,2.18,0.0,2.18,2.3,0.0,2.3,0.0,True
Demand No. 26,131,Department of Higher Education,National Institutional Ranking Framework,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,True
Demand No. 26,132,Department of Higher Education,Support to Indian Institute of Science (IISc),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,132.01,Department of Higher Education,Support from Gross Budgetary Support (GBS),37.89,0.0,37.89,45.0,0.0,45.0,70.9,0.0,70.9,52.0,0.0,52.0,37.89,True
Demand No. 26,133,Department of Higher Education,All India Council for Technical Education (AICTE),40.0,0.0,40.0,63.0,0.0,63.0,63.0,0.0,63.0,63.0,0.0,63.0,40.0,True
Demand No. 26,134,Department of Higher Education,Indira Gandhi National Open University (IGNOU),8.0,0.0,8.0,9.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,9.0,8.0,True
Demand No. 26,135,Department of Higher Education,Technical Education Quality Improvement Programme of Government of India (EAP),7.65,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,True
Demand No. 26,136,Department of Higher Education,PM Research Fellowship,14.04,0.0,14.04,36.0,0.0,36.0,66.0,0.0,66.0,72.0,0.0,72.0,14.04,True
Demand No. 26,137,Department of Higher Education,National Academic Depository,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,138,Department of Higher Education,Rashtriya Uchhatar Shiksha Abhiyan (RUSA),48.4,0.0,48.4,415.0,0.0,415.0,70.92,0.0,70.92,295.0,0.0,295.0,48.4,True
Demand No. 26,139,Department of Higher Education,National Inititative for Design Innovation,0.65,0.0,0.65,4.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,0.65,True
Demand No. 26,140,Department of Higher Education,Startup India Initiative in Higher Educational Institutions,4.77,0.0,4.77,12.0,0.0,12.0,12.0,0.0,12.0,2.0,0.0,2.0,4.77,True
Demand No. 26,141,Department of Higher Education,Unnat Bharat Abhiyan,0.9,0.0,0.9,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.9,True
Demand No. 26,142,Department of Higher Education,Implementation of the IMPRINT Research Initiative (Impacting Research Innovation and Technology),0.53,0.0,0.53,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.53,True
Demand No. 26,143,Department of Higher Education,University Grants Commission (UGC),766.34,0.0,766.34,815.0,0.0,815.0,860.0,0.0,860.0,890.0,0.0,890.0,766.34,True
Demand No. 26,144,Department of Higher Education,Support to Indian Institutes of Technology,494.51,0.0,494.51,495.0,0.0,495.0,583.46,0.0,583.46,565.0,0.0,565.0,494.51,True
Demand No. 26,145,Department of Higher Education,"IIT, Hyderabad (EAP)",15.25,0.0,15.25,18.0,0.0,18.0,29.46,0.0,29.46,18.0,0.0,18.0,15.25,True
Demand No. 26,146,Department of Higher Education,Support to Indian Institutes of Management (IIMs),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,146.01,Department of Higher Education,Repayment of Principal of HEFA Loan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,True
Demand No. 26,146.02,Department of Higher Education,Support from Gross Budgetary Support (GBS),41.61,0.0,41.61,42.0,0.0,42.0,41.0,0.0,41.0,1.0,0.0,1.0,41.61,True
Demand No. 26,0,Department of Higher Education,Total-Support to Indian Institutes of Management (IIMs),41.61,0.0,41.61,42.0,0.0,42.0,41.0,0.0,41.0,19.0,0.0,19.0,41.61,True
Demand No. 26,147,Department of Higher Education,"Support to Indian Institute(s) of Science, Education and Research (IISER)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 26,147.01,Department of Higher Education,Support from Gross Budgetary Support (GBS),68.4,0.0,68.4,90.0,0.0,90.0,90.0,0.0,90.0,95.0,0.0,95.0,68.4,True
Demand No. 26,148,Department of Higher Education,Deemed  Universities promoted by Central Government,27.48,0.0,27.48,25.0,0.0,25.0,25.0,0.0,25.0,32.0,0.0,32.0,27.48,True
Demand No. 26,149,Department of Higher Education,PM Uchchatar Shiksha Protsahan (PM-USP) Yojna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,217.0,0.0,True
Demand No. 26,150,Department of Higher Education,National Apprenticeship Training Scheme (NATS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,0.0,True
Demand No. 27,0,Ministry of Electronics and Information Technology,Total,432.63,0.0,432.63,886.12,0.0,886.12,647.7,0.0,647.7,1032.54,0.0,1032.54,432.63,True
Demand No. 27,151,Ministry of Electronics and Information Technology,PLI for Large Scale Electronics and IT Hardware,0.0,0.0,0.0,389.12,0.0,389.12,145.0,0.0,145.0,0.0,0.0,0.0,0.0,True
Demand No. 27,152,Ministry of Electronics and Information Technology,Electronic Governance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 27,152.01,Ministry of Electronics and Information Technology,Program Component,19.7,0.0,19.7,54.0,0.0,54.0,54.0,0.0,54.0,50.0,0.0,50.0,19.7,True
Demand No. 27,153,Ministry of Electronics and Information Technology,Manpower Development,30.35,0.0,30.35,40.0,0.0,40.0,30.0,0.0,30.0,0.0,0.0,0.0,30.35,True
Demand No. 27,154,Ministry of Electronics and Information Technology,National Knowledge Network,70.0,0.0,70.0,80.0,0.0,80.0,61.0,0.0,61.0,30.0,0.0,30.0,70.0,True
Demand No. 27,155,Ministry of Electronics and Information Technology,"Promotion of Electronics and IT HW Manufacturing  (MSIPS, EDF and Manufacturing Clusters)",0.0,0.0,0.0,179.0,0.0,179.0,79.7,0.0,79.7,50.0,0.0,50.0,0.0,True
Demand No. 27,156,Ministry of Electronics and Information Technology,Promotion of IT/ITeS Industries,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,True
Demand No. 27,157,Ministry of Electronics and Information Technology,R and D in IT/Electronics/CCBT,15.38,0.0,15.38,45.0,0.0,45.0,25.0,0.0,25.0,50.0,0.0,50.0,15.38,True
Demand No. 27,158,Ministry of Electronics and Information Technology,Promotion of Digital payment,258.2,0.0,258.2,16.0,0.0,16.0,180.0,0.0,180.0,79.54,0.0,79.54,258.2,True
Demand No. 27,159,Ministry of Electronics and Information Technology,Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA),25.0,0.0,25.0,50.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0,True
Demand No. 27,160,Ministry of Electronics and Information Technology,Cyber Security Projects,14.0,0.0,14.0,25.0,0.0,25.0,8.0,0.0,8.0,25.0,0.0,25.0,14.0,True
Demand No. 27,161,Ministry of Electronics and Information Technology,Capacity Building and Skill Development Scheme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,True
Demand No. 27,162,Ministry of Electronics and Information Technology,Modified Programme for Development of Semiconductors and Display Manufacturing Ecosystem in India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 27,162.01,Ministry of Electronics and Information Technology,Modified Scheme for Setting up of Semiconductor Fabs in India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,True
Demand No. 27,162.02,Ministry of Electronics and Information Technology,Modified Scheme for Setting up of Display Fabs in India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,True
Demand No. 27,162.03,Ministry of Electronics and Information Technology,"Modernisation of Semi-conductor Laboratory, Mohali",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,True
Demand No. 27,162.04,Ministry of Electronics and Information Technology,"Modified Scheme for setting up of Compound Semiconductors/Silicon Photonics/ Sensors Fab/ Discrete Semiconductors Fab and Semiconductor Assembly. Testing, Marking and Packaging (ATMP)/ Outsourced Semiconductor Assembly and Test (OSAT) Facilities in India",0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,148.98,0.0,148.98,0.0,True
Demand No. 27,162.05,Ministry of Electronics and Information Technology,Design Linked Incentive Scheme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,True
Demand No. 27,0,Ministry of Electronics and Information Technology,Total-Modified Programme for Development of Semiconductors and Display Manufacturing Ecosystem in India,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,249.0,0.0,249.0,0.0,True
Demand No. 27,163,Ministry of Electronics and Information Technology,Production Linked Incentive Scheme (PLI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 27,163.01,Ministry of Electronics and Information Technology,Production Linked Incentive Scheme for Large Scale Electronics Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,428.0,0.0,True
Demand No. 27,163.02,Ministry of Electronics and Information Technology,Production Linked Incentive Scheme for IT Hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,True
Demand No. 27,0,Ministry of Electronics and Information Technology,Total-Production Linked Incentive Scheme (PLI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,440.0,0.0,True
Demand No. 28,0,"Ministry of Environment, Forests and Climate Change",Total,119.21,0.0,119.21,158.7,0.0,158.7,114.0,0.0,114.0,153.5,0.0,153.5,119.21,True
Demand No. 28,164,"Ministry of Environment, Forests and Climate Change",National Mission for a Green India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 28,164.01,"Ministry of Environment, Forests and Climate Change",Green India Mission- National Afforestation Programme,23.0,0.0,23.0,30.0,0.0,30.0,15.0,0.0,15.0,12.0,0.0,12.0,23.0,True
Demand No. 28,164.02,"Ministry of Environment, Forests and Climate Change",Forest Fire Prevention and Management,5.0,0.0,5.0,3.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,5.0,True
Demand No. 28,0,"Ministry of Environment, Forests and Climate Change",Total-National Mission for a Green India,28.0,0.0,28.0,33.0,0.0,33.0,17.0,0.0,17.0,15.0,0.0,15.0,28.0,True
Demand No. 28,165,"Ministry of Environment, Forests and Climate Change",Integrated Development of Wildlife Habitats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 28,165.01,"Ministry of Environment, Forests and Climate Change",Development of Wildlife Habitats,13.0,0.0,13.0,18.0,0.0,18.0,6.0,0.0,6.0,17.0,0.0,17.0,13.0,True
Demand No. 28,165.02,"Ministry of Environment, Forests and Climate Change",Project Tiger,28.0,0.0,28.0,33.0,0.0,33.0,19.0,0.0,19.0,0.0,0.0,0.0,28.0,True
Demand No. 28,165.03,"Ministry of Environment, Forests and Climate Change",Project Elephant,1.44,0.0,1.44,5.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,1.44,True
Demand No. 28,165.04,"Ministry of Environment, Forests and Climate Change",Project Tiger & Elephant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,True
Demand No. 28,0,"Ministry of Environment, Forests and Climate Change",Total-Integrated Development of Wildlife Habitats,42.44,0.0,42.44,56.0,0.0,56.0,29.0,0.0,29.0,50.0,0.0,50.0,42.44,True
Demand No. 28,166,"Ministry of Environment, Forests and Climate Change",Conservation of Natural Resources and Ecosystems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Demand No. 28,166.01,"Ministry of Environment, Forests and Climate Change",Conservation of Aquatic Ecosystems,4.0,0.0,4.0,4.5,0.0,4.5,2.0,0.0,2.0,4.5,0.0,4.5,4.0,True
Demand No. 28,166.02,"Ministry of Environment, Forests and Climate Change",Biodiversity Conversation,0.12,0.0,0.12,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.12,True
Demand No. 28,0,"Ministry of Environment, Forests and Climate Change",Total-Conservation of Natural Resources and Ecosystems,4.12,0.0,4.12,5.5,0.0,5.5,2.0,0.0,2.0,5.5,0.0,5.5,4.12,True
Demand No. 28,167,"Ministry of Environment, Forests and Climate Change",National Adaptation Fund,6.0,0.0,6.0,6.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,True
Demand No. 28,168,"Ministry of Environment, Forests and Climate Change",National Mission on Himalayan Studies,6.0,0.0,6.0,6.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,True
Demand No. 28,169,"Ministry of Environment, Forests and Climate Change",Environment Information Systems (ENVIS),1.82,0.0,1.82,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.82,True
Demand No. 28,170,"Ministry of Environment, Forests and Climate Change",Eco-Task Force,5.0,0.0,5.0,9.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,5.0,True
Demand No. 28,171,"Ministry of Environment, Forests and Climate Change","Environmental Education, Awareness and Training",8.0,0.0,8.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True
Demand No. 28,172,"Ministry of Environment, Forests and Climate Change",Control of Pollution,17.83,0.0,17.83,30.0,0.0,30.0,50.0,0.0,50.0,60.0,0.0,60.0,17.83,True
